Query Name,Estimated Rows,Actual Rows,Difference,Relation Name,Node Type,Join Type,Scan Direction,Parent Node Type
27c.sql :,3,1894,-1891,XXX,Hash,XXX,XXX,Hash Join
27c.sql :,3,1894,-1891,XXX,Nested Loop,Inner,XXX,Hash
27c.sql :,4,1894,-1890,XXX,Hash Join,Inner,XXX,Nested Loop
27c.sql :,12,2227,-2215,XXX,Gather,XXX,XXX,Hash Join
27c.sql :,5,742,-737,XXX,Nested Loop,Inner,XXX,Gather
27c.sql :,24,3615,-3591,XXX,Hash Join,Inner,XXX,Nested Loop
27c.sql :,95,4263,-4168,XXX,Hash Join,Inner,XXX,Hash Join
27c.sql :,522659,423996,98663,movie_companies,Seq Scan,XXX,XXX,Hash Join
27c.sql :,38,3055,-3017,XXX,Hash,XXX,XXX,Hash Join
27c.sql :,38,3055,-3017,XXX,Hash Join,Inner,XXX,Hash
27c.sql :,395760,312074,83686,movie_info,Seq Scan,XXX,XXX,Hash Join
27c.sql :,14,3515,-3501,XXX,Hash,XXX,XXX,Hash Join
27c.sql :,14,3515,-3501,XXX,Hash Join,Inner,XXX,Hash
27c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
27c.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
28a.sql :,1,4803,-4802,XXX,Nested Loop,Inner,XXX,Aggregate
28a.sql :,1,6156,-6155,XXX,Nested Loop,Inner,XXX,Nested Loop
28a.sql :,1,41034,-41033,XXX,Nested Loop,Inner,XXX,Nested Loop
28a.sql :,1,45102,-45101,XXX,Gather,XXX,XXX,Nested Loop
28a.sql :,1,15034,-15033,XXX,Nested Loop,Inner,XXX,Gather
28a.sql :,2,1781354,-1781352,XXX,Hash Join,Inner,XXX,Nested Loop
28a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
28a.sql :,1,23063,-23062,XXX,Hash,XXX,XXX,Hash Join
28a.sql :,1,23063,-23062,XXX,Nested Loop,Inner,XXX,Hash
28a.sql :,5,27325,-27320,XXX,Nested Loop,Inner,XXX,Nested Loop
28a.sql :,9,35802,-35793,XXX,Nested Loop,Inner,XXX,Nested Loop
28a.sql :,9,35802,-35793,XXX,Nested Loop,Inner,XXX,Nested Loop
28a.sql :,17,42758,-42741,XXX,Hash Join,Inner,XXX,Nested Loop
28a.sql :,55685,101090,-45405,movie_companies,Seq Scan,XXX,XXX,Hash Join
28a.sql :,65,71080,-71015,XXX,Hash,XXX,XXX,Hash Join
28a.sql :,65,71080,-71015,XXX,Hash Join,Inner,XXX,Hash
28a.sql :,7400,85451,-78051,XXX,Hash Join,Inner,XXX,Hash Join
28a.sql :,284402,238737,45665,movie_info,Seq Scan,XXX,XXX,Hash Join
28a.sql :,4943,151410,-146467,XXX,Hash,XXX,XXX,Hash Join
28a.sql :,4943,151410,-146467,XXX,Hash Join,Inner,XXX,Hash
28a.sql :,558578,445878,112700,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
28a.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
28a.sql :,1,0,1,comp_cast_type,Index Scan,XXX,Forward,Nested Loop
28b.sql :,1,148,-147,XXX,Nested Loop,Inner,XXX,Aggregate
28b.sql :,1,240,-239,XXX,Nested Loop,Inner,XXX,Nested Loop
28b.sql :,1,333,-332,XXX,Gather,XXX,XXX,Nested Loop
28b.sql :,1,111,-110,XXX,Nested Loop,Inner,XXX,Gather
28b.sql :,1,9608,-9607,XXX,Hash Join,Inner,XXX,Nested Loop
28b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
28b.sql :,1,102,-101,XXX,Hash,XXX,XXX,Hash Join
28b.sql :,1,102,-101,XXX,Nested Loop,Inner,XXX,Hash
28b.sql :,1,102,-101,XXX,Hash Join,Inner,XXX,Nested Loop
28b.sql :,54452,44746,9706,movie_info,Seq Scan,XXX,XXX,Hash Join
28b.sql :,1,1402,-1401,XXX,Hash,XXX,XXX,Hash Join
28b.sql :,1,1402,-1401,XXX,Nested Loop,Inner,XXX,Hash
28b.sql :,4,1429,-1425,XXX,Nested Loop,Inner,XXX,Nested Loop
28b.sql :,11,5986,-5975,XXX,Nested Loop,Inner,XXX,Nested Loop
28b.sql :,20,6294,-6274,XXX,Hash Join,Inner,XXX,Nested Loop
28b.sql :,2250,8488,-6238,XXX,Hash Join,Inner,XXX,Hash Join
28b.sql :,127658,102756,24902,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
28b.sql :,3717,9797,-6080,XXX,Hash,XXX,XXX,Hash Join
28b.sql :,3717,9797,-6080,XXX,Hash Join,Inner,XXX,Hash
28b.sql :,55685,101090,-45405,movie_companies,Seq Scan,XXX,XXX,Hash Join
28b.sql :,33772,49145,-15373,XXX,Hash,XXX,XXX,Hash Join
28b.sql :,33772,49145,-15373,XXX,Hash Join,Inner,XXX,Hash
28b.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
28b.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
28c.sql :,1,8373,-8372,XXX,Nested Loop,Inner,XXX,Aggregate
28c.sql :,1,8771,-8770,XXX,Nested Loop,Inner,XXX,Nested Loop
28c.sql :,1,8771,-8770,XXX,Gather,XXX,XXX,Nested Loop
28c.sql :,1,2924,-2923,XXX,Hash Join,Inner,XXX,Gather
28c.sql :,55685,101090,-45405,movie_companies,Seq Scan,XXX,XXX,Hash Join
28c.sql :,1,259,-258,XXX,Hash,XXX,XXX,Hash Join
28c.sql :,1,259,-258,XXX,Nested Loop,Inner,XXX,Hash
28c.sql :,1,35484,-35483,XXX,Hash Join,Inner,XXX,Nested Loop
28c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
28c.sql :,1,1111,-1110,XXX,Hash,XXX,XXX,Hash Join
28c.sql :,1,1111,-1110,XXX,Nested Loop,Inner,XXX,Hash
28c.sql :,4,3345,-3341,XXX,Hash Join,Inner,XXX,Nested Loop
28c.sql :,558578,445878,112700,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
28c.sql :,7,1480,-1473,XXX,Hash,XXX,XXX,Hash Join
28c.sql :,7,1480,-1473,XXX,Hash Join,Inner,XXX,Hash
28c.sql :,24,1663,-1639,XXX,Nested Loop,Inner,XXX,Hash Join
28c.sql :,60,10350,-10290,XXX,Hash Join,Inner,XXX,Nested Loop
28c.sql :,6841,12924,-6083,XXX,Hash Join,Inner,XXX,Hash Join
28c.sql :,284402,238737,45665,movie_info,Seq Scan,XXX,XXX,Hash Join
28c.sql :,8443,68062,-59619,XXX,Hash,XXX,XXX,Hash Join
28c.sql :,8443,68062,-59619,XXX,Hash Join,Inner,XXX,Hash
28c.sql :,33772,85941,-52169,XXX,Hash Join,Inner,XXX,Hash Join
28c.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
28c.sql :,1,0,1,info_type,Index Scan,XXX,Forward,Nested Loop
28c.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
29a.sql :,1,1620,-1619,XXX,Nested Loop,Inner,XXX,Aggregate
29a.sql :,1,174960,-174959,XXX,Gather,XXX,XXX,Nested Loop
29a.sql :,1,58320,-58319,XXX,Hash Join,Inner,XXX,Gather
29a.sql :,375560,300448,75112,aka_name,Seq Scan,XXX,XXX,Hash Join
29a.sql :,1,19440,-19439,XXX,Hash,XXX,XXX,Hash Join
29a.sql :,1,19440,-19439,XXX,Nested Loop,Inner,XXX,Hash
29a.sql :,1,58680,-58679,XXX,Nested Loop,Inner,XXX,Nested Loop
29a.sql :,1,258192,-258191,XXX,Hash Join,Inner,XXX,Nested Loop
29a.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
29a.sql :,1,11736,-11735,XXX,Hash,XXX,XXX,Hash Join
29a.sql :,1,11736,-11735,XXX,Nested Loop,Inner,XXX,Hash
29a.sql :,1,11736,-11735,XXX,Nested Loop,Inner,XXX,Nested Loop
29a.sql :,5,12744,-12739,XXX,Hash Join,Inner,XXX,Nested Loop
29a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
29a.sql :,1,118,-117,XXX,Hash,XXX,XXX,Hash Join
29a.sql :,1,118,-117,XXX,Nested Loop,Inner,XXX,Hash
29a.sql :,66,16084,-16018,XXX,Hash Join,Inner,XXX,Nested Loop
29a.sql :,795,62551,-61756,XXX,Hash Join,Inner,XXX,Hash Join
29a.sql :,1234492,987888,246604,person_info,Seq Scan,XXX,XXX,Hash Join
29a.sql :,32,2165,-2133,XXX,Hash,XXX,XXX,Hash Join
29a.sql :,32,2165,-2133,XXX,Hash Join,Inner,XXX,Hash
29a.sql :,341685,278900,62785,cast_info,Seq Scan,XXX,XXX,Hash Join
29a.sql :,42,1510,-1468,XXX,Hash,XXX,XXX,Hash Join
29a.sql :,42,1510,-1468,XXX,Hash Join,Inner,XXX,Hash
29a.sql :,4690,1510,3180,XXX,Hash Join,Inner,XXX,Hash Join
29a.sql :,194962,150368,44594,movie_info,Seq Scan,XXX,XXX,Hash Join
29a.sql :,8443,17879,-9436,XXX,Hash,XXX,XXX,Hash Join
29a.sql :,8443,17879,-9436,XXX,Hash Join,Inner,XXX,Hash
29a.sql :,33772,85941,-52169,XXX,Hash Join,Inner,XXX,Hash Join
29a.sql :,1,0,1,XXX,Memoize,XXX,XXX,Nested Loop
29a.sql :,1,0,1,char_name,Index Scan,XXX,Forward,Memoize
29a.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
29a.sql :,1,0,1,info_type,Index Scan,XXX,Forward,Nested Loop
29a.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
29b.sql :,1,15,-14,XXX,Nested Loop,Inner,XXX,Aggregate
29b.sql :,1,15,-14,XXX,Nested Loop,Inner,XXX,Nested Loop
29b.sql :,1,66,-65,XXX,Gather,XXX,XXX,Nested Loop
29b.sql :,1,22,-21,XXX,Hash Join,Inner,XXX,Gather
29b.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
29b.sql :,1,108,-107,XXX,Hash Join,Inner,XXX,Nested Loop
29b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
29b.sql :,375560,300448,75112,aka_name,Seq Scan,XXX,XXX,Hash Join
29b.sql :,1,0,1,XXX,Hash,XXX,XXX,Hash Join
29b.sql :,1,0,1,XXX,Nested Loop,Inner,XXX,Hash
29b.sql :,1,0,1,XXX,Nested Loop,Inner,XXX,Nested Loop
29b.sql :,1,4,-3,XXX,Hash Join,Inner,XXX,Nested Loop
29b.sql :,10925,47448,-36523,XXX,Hash Join,Inner,XXX,Hash Join
29b.sql :,1234492,987888,246604,person_info,Seq Scan,XXX,XXX,Hash Join
29b.sql :,1,13,-12,XXX,Hash,XXX,XXX,Hash Join
29b.sql :,1,13,-12,XXX,Hash Join,Inner,XXX,Hash
29b.sql :,341685,278900,62785,cast_info,Seq Scan,XXX,XXX,Hash Join
29b.sql :,1,0,1,XXX,Hash,XXX,XXX,Hash Join
29b.sql :,1,0,1,XXX,Nested Loop,Inner,XXX,Hash
29b.sql :,166,4705,-4539,XXX,Hash Join,Inner,XXX,Nested Loop
29b.sql :,18728,4705,14023,XXX,Hash Join,Inner,XXX,Hash Join
29b.sql :,194651,129228,65423,movie_info,Seq Scan,XXX,XXX,Hash Join
29b.sql :,33772,85941,-52169,XXX,Hash,XXX,XXX,Hash Join
29b.sql :,33772,85941,-52169,XXX,Hash Join,Inner,XXX,Hash
29b.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
29b.sql :,1,0,1,char_name,Index Scan,XXX,Forward,Nested Loop
29b.sql :,1,0,1,XXX,Memoize,XXX,XXX,Nested Loop
29b.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Memoize
29b.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
29c.sql :,1,16308,-16307,XXX,Nested Loop,Inner,XXX,Aggregate
29c.sql :,1,16368,-16367,XXX,Gather,XXX,XXX,Nested Loop
29c.sql :,1,5456,-5455,XXX,Hash Join,Inner,XXX,Gather
29c.sql :,375560,300448,75112,aka_name,Seq Scan,XXX,XXX,Hash Join
29c.sql :,1,1294,-1293,XXX,Hash,XXX,XXX,Hash Join
29c.sql :,1,1294,-1293,XXX,Nested Loop,Inner,XXX,Hash
29c.sql :,1,1294,-1293,XXX,Nested Loop,Inner,XXX,Nested Loop
29c.sql :,2,5855,-5853,XXX,Hash Join,Inner,XXX,Nested Loop
29c.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
29c.sql :,1,223,-222,XXX,Hash,XXX,XXX,Hash Join
29c.sql :,1,223,-222,XXX,Nested Loop,Inner,XXX,Hash
29c.sql :,1,5586,-5585,XXX,Nested Loop,Inner,XXX,Nested Loop
29c.sql :,1,5747,-5746,XXX,Hash Join,Inner,XXX,Nested Loop
29c.sql :,10925,206842,-195917,XXX,Hash Join,Inner,XXX,Hash Join
29c.sql :,1234492,987888,246604,person_info,Seq Scan,XXX,XXX,Hash Join
29c.sql :,1,626,-625,XXX,Hash,XXX,XXX,Hash Join
29c.sql :,1,626,-625,XXX,Hash Join,Inner,XXX,Hash
29c.sql :,355292,289159,66133,cast_info,Seq Scan,XXX,XXX,Hash Join
29c.sql :,1,21,-20,XXX,Hash,XXX,XXX,Hash Join
29c.sql :,1,21,-20,XXX,Nested Loop,Inner,XXX,Hash
29c.sql :,537,176969,-176432,XXX,Hash Join,Inner,XXX,Nested Loop
29c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
29c.sql :,42,1510,-1468,XXX,Hash,XXX,XXX,Hash Join
29c.sql :,42,1510,-1468,XXX,Hash Join,Inner,XXX,Hash
29c.sql :,4690,1510,3180,XXX,Hash Join,Inner,XXX,Hash Join
29c.sql :,194962,150368,44594,movie_info,Seq Scan,XXX,XXX,Hash Join
29c.sql :,8443,17879,-9436,XXX,Hash,XXX,XXX,Hash Join
29c.sql :,8443,17879,-9436,XXX,Hash Join,Inner,XXX,Hash
29c.sql :,33772,85941,-52169,XXX,Hash Join,Inner,XXX,Hash Join
29c.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
29c.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
29c.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
2a.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
2a.sql :,3,2611,-2608,XXX,Nested Loop,Inner,XXX,Aggregate
2a.sql :,3,2611,-2608,XXX,Nested Loop,Inner,XXX,Nested Loop
2a.sql :,73,49517,-49444,XXX,Hash Join,Inner,XXX,Nested Loop
2a.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
2a.sql :,14,13947,-13933,XXX,Hash,XXX,XXX,Hash Join
2a.sql :,14,13947,-13933,XXX,Hash Join,Inner,XXX,Hash
2a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
2a.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
2b.sql :,2,5228,-5226,XXX,Gather,XXX,XXX,Aggregate
2b.sql :,1,1743,-1742,XXX,Nested Loop,Inner,XXX,Gather
2b.sql :,1,1743,-1742,XXX,Nested Loop,Inner,XXX,Nested Loop
2b.sql :,73,49517,-49444,XXX,Hash Join,Inner,XXX,Nested Loop
2b.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
2b.sql :,14,13947,-13933,XXX,Hash,XXX,XXX,Hash Join
2b.sql :,14,13947,-13933,XXX,Hash Join,Inner,XXX,Hash
2b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
2b.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
2c.sql :,1,0,1,XXX,Nested Loop,Inner,XXX,Aggregate
2c.sql :,1,0,1,XXX,Gather,XXX,XXX,Nested Loop
2c.sql :,1,0,1,XXX,Nested Loop,Inner,XXX,Gather
2c.sql :,73,49517,-49444,XXX,Hash Join,Inner,XXX,Nested Loop
2c.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
2c.sql :,14,13947,-13933,XXX,Hash,XXX,XXX,Hash Join
2c.sql :,14,13947,-13933,XXX,Hash Join,Inner,XXX,Hash
2c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
2c.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
2c.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
2d.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
2d.sql :,26,22772,-22746,XXX,Nested Loop,Inner,XXX,Aggregate
2d.sql :,73,49517,-49444,XXX,Hash Join,Inner,XXX,Nested Loop
2d.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
2d.sql :,14,13947,-13933,XXX,Hash,XXX,XXX,Hash Join
2d.sql :,14,13947,-13933,XXX,Nested Loop,Inner,XXX,Hash
2d.sql :,14,13947,-13933,XXX,Hash Join,Inner,XXX,Nested Loop
2d.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
2d.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
30a.sql :,1,757,-756,XXX,Nested Loop,Inner,XXX,Aggregate
30a.sql :,1,1021,-1020,XXX,Gather,XXX,XXX,Nested Loop
30a.sql :,1,340,-339,XXX,Hash Join,Inner,XXX,Gather
30a.sql :,535205,414905,120300,cast_info,Seq Scan,XXX,XXX,Hash Join
30a.sql :,1,387,-386,XXX,Hash,XXX,XXX,Hash Join
30a.sql :,1,387,-386,XXX,Nested Loop,Inner,XXX,Hash
30a.sql :,1,2749,-2748,XXX,Nested Loop,Inner,XXX,Nested Loop
30a.sql :,5,110410,-110405,XXX,Hash Join,Inner,XXX,Nested Loop
30a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
30a.sql :,1,1646,-1645,XXX,Hash,XXX,XXX,Hash Join
30a.sql :,1,1646,-1645,XXX,Nested Loop,Inner,XXX,Hash
30a.sql :,37,4973,-4936,XXX,Hash Join,Inner,XXX,Nested Loop
30a.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
30a.sql :,12,1648,-1636,XXX,Hash,XXX,XXX,Hash Join
30a.sql :,12,1648,-1636,XXX,Hash Join,Inner,XXX,Hash
30a.sql :,1371,1935,-564,XXX,Hash Join,Inner,XXX,Hash Join
30a.sql :,28506,24349,4157,movie_info,Seq Scan,XXX,XXX,Hash Join
30a.sql :,16886,24592,-7706,XXX,Hash,XXX,XXX,Hash Join
30a.sql :,16886,24592,-7706,XXX,Hash Join,Inner,XXX,Hash
30a.sql :,67543,135086,-67543,XXX,Hash Join,Inner,XXX,Hash Join
30a.sql :,1,0,1,XXX,Memoize,XXX,XXX,Nested Loop
30a.sql :,1,0,1,info_type,Index Scan,XXX,Forward,Memoize
30a.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
30a.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
30b.sql :,1,28,-27,XXX,Nested Loop,Inner,XXX,Aggregate
30b.sql :,1,28,-27,XXX,Nested Loop,Inner,XXX,Nested Loop
30b.sql :,1,108,-107,XXX,Nested Loop,Inner,XXX,Nested Loop
30b.sql :,1,108,-107,XXX,Nested Loop,Inner,XXX,Nested Loop
30b.sql :,1,12984,-12983,XXX,Nested Loop,Inner,XXX,Nested Loop
30b.sql :,1,21209,-21208,XXX,Gather,XXX,XXX,Nested Loop
30b.sql :,1,7070,-7069,XXX,Hash Join,Inner,XXX,Gather
30b.sql :,535205,414905,120300,cast_info,Seq Scan,XXX,XXX,Hash Join
30b.sql :,1,10505,-10504,XXX,Hash,XXX,XXX,Hash Join
30b.sql :,1,10505,-10504,XXX,Nested Loop,Inner,XXX,Hash
30b.sql :,86,299044,-298958,XXX,Hash Join,Inner,XXX,Nested Loop
30b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
30b.sql :,7,13022,-13015,XXX,Hash,XXX,XXX,Hash Join
30b.sql :,7,13022,-13015,XXX,Hash Join,Inner,XXX,Hash
30b.sql :,763,13285,-12522,XXX,Hash Join,Inner,XXX,Hash Join
30b.sql :,28506,24349,4157,movie_info,Seq Scan,XXX,XXX,Hash Join
30b.sql :,5089,153308,-148219,XXX,Hash,XXX,XXX,Hash Join
30b.sql :,5089,153308,-148219,XXX,Hash Join,Inner,XXX,Hash
30b.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
30b.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
30b.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
30b.sql :,1,0,1,comp_cast_type,Index Scan,XXX,Forward,Nested Loop
30c.sql :,1,8024,-8023,XXX,Gather,XXX,XXX,Aggregate
30c.sql :,1,2675,-2674,XXX,Nested Loop,Inner,XXX,Gather
30c.sql :,1,112848,-112847,XXX,Hash Join,Inner,XXX,Nested Loop
30c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
30c.sql :,1,1462,-1461,XXX,Hash,XXX,XXX,Hash Join
30c.sql :,1,1462,-1461,XXX,Nested Loop,Inner,XXX,Hash
30c.sql :,4,4416,-4412,XXX,Hash Join,Inner,XXX,Nested Loop
30c.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
30c.sql :,8,1462,-1454,XXX,Hash,XXX,XXX,Hash Join
30c.sql :,8,1462,-1454,XXX,Nested Loop,Inner,XXX,Hash
30c.sql :,8,1462,-1454,XXX,Nested Loop,Inner,XXX,Nested Loop
30c.sql :,18,2421,-2403,XXX,Hash Join,Inner,XXX,Nested Loop
30c.sql :,535205,414905,120300,cast_info,Seq Scan,XXX,XXX,Hash Join
30c.sql :,15,3442,-3427,XXX,Hash,XXX,XXX,Hash Join
30c.sql :,15,3442,-3427,XXX,Hash Join,Inner,XXX,Hash
30c.sql :,1761,4077,-2316,XXX,Hash Join,Inner,XXX,Hash Join
30c.sql :,73213,62990,10223,movie_info,Seq Scan,XXX,XXX,Hash Join
30c.sql :,8443,17879,-9436,XXX,Hash,XXX,XXX,Hash Join
30c.sql :,8443,17879,-9436,XXX,Hash Join,Inner,XXX,Hash
30c.sql :,33772,24592,9180,XXX,Hash Join,Inner,XXX,Hash Join
30c.sql :,1,0,1,info_type,Index Scan,XXX,Forward,Nested Loop
30c.sql :,1,0,1,XXX,Memoize,XXX,XXX,Nested Loop
30c.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Memoize
31a.sql :,1,1273,-1272,XXX,Gather,XXX,XXX,Aggregate
31a.sql :,1,424,-423,XXX,Nested Loop,Inner,XXX,Gather
31a.sql :,2,15754,-15752,XXX,Hash Join,Inner,XXX,Nested Loop
31a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
31a.sql :,1,146,-145,XXX,Hash,XXX,XXX,Hash Join
31a.sql :,1,146,-145,XXX,Nested Loop,Inner,XXX,Hash
31a.sql :,1,146,-145,XXX,Nested Loop,Inner,XXX,Nested Loop
31a.sql :,8,31220,-31212,XXX,Hash Join,Inner,XXX,Nested Loop
31a.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
31a.sql :,3,3888,-3885,XXX,Hash,XXX,XXX,Hash Join
31a.sql :,3,3888,-3885,XXX,Nested Loop,Inner,XXX,Hash
31a.sql :,8,7262,-7254,XXX,Hash Join,Inner,XXX,Nested Loop
31a.sql :,535205,414905,120300,cast_info,Seq Scan,XXX,XXX,Hash Join
31a.sql :,7,13022,-13015,XXX,Hash,XXX,XXX,Hash Join
31a.sql :,7,13022,-13015,XXX,Hash Join,Inner,XXX,Hash
31a.sql :,252,24086,-23834,XXX,Hash Join,Inner,XXX,Hash Join
31a.sql :,28506,24349,4157,movie_info,Seq Scan,XXX,XXX,Hash Join
31a.sql :,5089,153308,-148219,XXX,Hash,XXX,XXX,Hash Join
31a.sql :,5089,153308,-148219,XXX,Hash Join,Inner,XXX,Hash
31a.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
31a.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
31a.sql :,1,0,1,XXX,Memoize,XXX,XXX,Nested Loop
31a.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Memoize
31b.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
31b.sql :,1,28,-27,XXX,Nested Loop,Inner,XXX,Aggregate
31b.sql :,1,28,-27,XXX,Nested Loop,Inner,XXX,Nested Loop
31b.sql :,1,895,-894,XXX,Hash Join,Inner,XXX,Nested Loop
31b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
31b.sql :,1,6,-5,XXX,Hash,XXX,XXX,Hash Join
31b.sql :,1,6,-5,XXX,Nested Loop,Inner,XXX,Hash
31b.sql :,1,28,-27,XXX,Nested Loop,Inner,XXX,Nested Loop
31b.sql :,1,1054,-1053,XXX,Hash Join,Inner,XXX,Nested Loop
31b.sql :,535205,414905,120300,cast_info,Seq Scan,XXX,XXX,Hash Join
31b.sql :,1,1236,-1235,XXX,Hash,XXX,XXX,Hash Join
31b.sql :,1,1236,-1235,XXX,Hash Join,Inner,XXX,Hash
31b.sql :,5089,153308,-148219,XXX,Hash Join,Inner,XXX,Hash Join
31b.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
31b.sql :,5,1237,-1232,XXX,Hash,XXX,XXX,Hash Join
31b.sql :,5,1237,-1232,XXX,Hash Join,Inner,XXX,Hash
31b.sql :,252,24086,-23834,XXX,Hash Join,Inner,XXX,Hash Join
31b.sql :,28506,24349,4157,movie_info,Seq Scan,XXX,XXX,Hash Join
31b.sql :,3917,2654,1263,XXX,Hash,XXX,XXX,Hash Join
31b.sql :,3917,2654,1263,movie_companies,Seq Scan,XXX,XXX,Hash
31b.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
31b.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
31b.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
31c.sql :,1,2825,-2824,XXX,Gather,XXX,XXX,Aggregate
31c.sql :,1,942,-941,XXX,Nested Loop,Inner,XXX,Gather
31c.sql :,1,942,-941,XXX,Nested Loop,Inner,XXX,Nested Loop
31c.sql :,5,35802,-35797,XXX,Hash Join,Inner,XXX,Nested Loop
31c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
31c.sql :,1,339,-338,XXX,Hash,XXX,XXX,Hash Join
31c.sql :,1,339,-338,XXX,Nested Loop,Inner,XXX,Hash
31c.sql :,1,339,-338,XXX,Nested Loop,Inner,XXX,Nested Loop
31c.sql :,50,124952,-124902,XXX,Hash Join,Inner,XXX,Nested Loop
31c.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
31c.sql :,21,18052,-18031,XXX,Hash,XXX,XXX,Hash Join
31c.sql :,21,18052,-18031,XXX,Hash Join,Inner,XXX,Hash
31c.sql :,535205,414905,120300,cast_info,Seq Scan,XXX,XXX,Hash Join
31c.sql :,18,34172,-34154,XXX,Hash,XXX,XXX,Hash Join
31c.sql :,18,34172,-34154,XXX,Hash Join,Inner,XXX,Hash
31c.sql :,648,62198,-61550,XXX,Hash Join,Inner,XXX,Hash Join
